"Supplementary Table S11. Read-level specificity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT83414,0.356,0.835,0.883,0.902,0.908
MAG-GUT83493,0.353,0.823,0.859,0.877,0.901
MAG-GUT83497,0.341,0.880,0.902,0.906,0.864
MAG-GUT83501,0.436,0.906,0.955,0.961,0.902
MAG-GUT83503,0.536,0.818,0.863,0.871,0.836
MAG-GUT83507,0.497,0.910,0.963,0.968,0.919
MAG-GUT83542,0.419,0.874,0.924,0.935,0.942
MAG-GUT83561,0.355,0.815,0.887,0.907,0.888
MAG-GUT83564,0.348,0.826,0.884,0.903,0.894
MAG-GUT83592,0.244,0.736,0.834,0.875,0.916
MAG-GUT83636,0.574,0.930,0.974,0.979,0.964
MAG-GUT83640,0.573,0.936,0.970,0.981,0.965
MAG-GUT83643,0.376,0.905,0.945,0.956,0.939
MAG-GUT83657,0.395,0.961,0.989,0.992,0.989
MAG-GUT83666,0.578,0.931,0.971,0.976,0.959
MAG-GUT83683,0.564,0.940,0.974,0.985,0.963
MAG-GUT83759,0.378,0.825,0.874,0.889,0.906
MAG-GUT83780,0.694,0.965,0.975,0.982,0.977
MAG-GUT83835,0.384,0.958,0.987,0.988,0.983
MAG-GUT83851,0.400,0.970,0.991,0.991,0.990
MAG-GUT83863,0.510,0.901,0.941,0.951,0.940
MAG-GUT83864,0.611,0.969,0.984,0.989,0.981
MAG-GUT8388,0.559,0.956,0.973,0.976,0.972
MAG-GUT838,0.354,0.934,0.973,0.979,0.981
MAG-GUT83922,0.471,0.926,0.974,0.979,0.971
MAG-GUT83946,0.174,0.863,0.950,0.966,0.956
MAG-GUT8399,0.419,0.918,0.962,0.969,0.967
MAG-GUT84014,0.377,0.832,0.878,0.882,0.910
MAG-GUT84054,0.291,0.671,0.733,0.716,0.696
MAG-GUT84088,0.656,0.966,0.988,0.990,0.984
MAG-GUT840,0.597,0.985,0.999,1.000,0.999
MAG-GUT84116,0.566,0.971,0.987,0.991,0.985
MAG-GUT84132,0.582,0.974,0.992,0.995,0.990
MAG-GUT84166,0.324,0.929,0.970,0.977,0.982
MAG-GUT84184,0.406,0.952,0.982,0.988,0.981
MAG-GUT8428,0.194,0.756,0.908,0.950,0.931
MAG-GUT84304,0.358,0.929,0.968,0.978,0.982
MAG-GUT84361,0.562,0.920,0.960,0.963,0.948
MAG-GUT84374,0.553,0.943,0.977,0.984,0.965
MAG-GUT84395,0.361,0.837,0.895,0.899,0.910
MAG-GUT84479,0.616,0.968,0.989,0.992,0.988
MAG-GUT84500,0.560,0.975,0.988,0.988,0.986
MAG-GUT84532,0.331,0.802,0.879,0.889,0.877
MAG-GUT84535,0.372,0.813,0.875,0.873,0.892
MAG-GUT84548,0.484,0.951,0.967,0.965,0.950
MAG-GUT84562,0.410,0.847,0.894,0.913,0.891
MAG-GUT8457,0.666,0.958,0.977,0.984,0.970
MAG-GUT84598,0.526,0.891,0.919,0.922,0.923
MAG-GUT84613,0.541,0.896,0.914,0.925,0.920
MAG-GUT84648,0.366,0.820,0.872,0.885,0.912
MAG-GUT84692,0.310,0.874,0.903,0.904,0.858
MAG-GUT84696,0.706,0.984,0.998,0.998,0.997
MAG-GUT84701,0.325,0.835,0.917,0.941,0.937
MAG-GUT84710,0.360,0.816,0.880,0.895,0.910
MAG-GUT84771,0.328,0.809,0.883,0.894,0.883
MAG-GUT84793,0.296,0.602,0.675,0.712,0.825
MAG-GUT84803,0.331,0.804,0.853,0.868,0.874
MAG-GUT84856,0.190,0.807,0.932,0.957,0.953
MAG-GUT84859,0.296,0.735,0.836,0.888,0.927
MAG-GUT84909,0.322,0.789,0.872,0.891,0.865
MAG-GUT84961,0.331,0.877,0.902,0.905,0.869
MAG-GUT85016,0.329,0.664,0.717,0.718,0.685
MAG-GUT85046,0.341,0.669,0.716,0.719,0.703
MAG-GUT85059,0.307,0.667,0.712,0.718,0.692
MAG-GUT85068,0.341,0.666,0.712,0.729,0.707
MAG-GUT85070,0.655,0.939,0.955,0.955,0.890
MAG-GUT85090,0.381,0.970,0.992,0.995,0.993
MAG-GUT85104,0.515,0.891,0.918,0.925,0.917
MAG-GUT85118,0.304,0.823,0.874,0.876,0.903
MAG-GUT85125,0.672,0.957,0.976,0.980,0.970
MAG-GUT85133,0.323,0.645,0.721,0.760,0.801
MAG-GUT85136,0.244,0.949,0.986,0.989,0.985
MAG-GUT85141,0.605,0.957,0.986,0.986,0.976
MAG-GUT8521,0.210,0.796,0.928,0.958,0.946
MAG-GUT8523,0.325,0.786,0.873,0.889,0.874
MAG-GUT85260,0.376,0.826,0.872,0.889,0.898
MAG-GUT85264,0.287,0.674,0.728,0.729,0.703
MAG-GUT8529,0.728,0.970,0.986,0.990,0.980
MAG-GUT85312,0.234,0.606,0.693,0.735,0.699
MAG-GUT8531,0.667,0.948,0.970,0.973,0.965
MAG-GUT85378,0.399,0.884,0.939,0.956,0.959
MAG-GUT85381,0.359,0.851,0.898,0.898,0.918
MAG-GUT85458,0.400,0.833,0.888,0.903,0.915
MAG-GUT85462,0.693,0.975,0.992,0.993,0.988
MAG-GUT85491,0.408,0.894,0.945,0.956,0.952
MAG-GUT85493,0.413,0.821,0.862,0.879,0.906
MAG-GUT85568,0.473,0.962,0.986,0.988,0.985
MAG-GUT85578,0.374,0.834,0.882,0.883,0.914
MAG-GUT85582,0.378,0.891,0.949,0.957,0.959
MAG-GUT85601,0.614,0.960,0.989,0.990,0.984
MAG-GUT85677,0.338,0.853,0.922,0.949,0.950
MAG-GUT85702,0.671,0.973,0.989,0.992,0.987
MAG-GUT85763,0.382,0.812,0.869,0.886,0.904
MAG-GUT85785,0.400,0.835,0.890,0.896,0.917
MAG-GUT85792,0.365,0.816,0.874,0.886,0.907
MAG-GUT85822,0.376,0.821,0.866,0.885,0.910
MAG-GUT85843,0.335,0.799,0.862,0.873,0.893
MAG-GUT85846,0.380,0.878,0.910,0.913,0.873
MAG-GUT85866,0.338,0.806,0.854,0.864,0.885
MAG-GUT85881,0.439,0.942,0.981,0.984,0.982
MAG-GUT85904,0.133,0.522,0.586,0.630,0.755
MAG-GUT85906,0.575,0.980,0.992,0.994,0.990
MAG-GUT85919,0.139,0.492,0.584,0.633,0.761
MAG-GUT85926,0.607,0.965,0.984,0.986,0.987
MAG-GUT85992,0.581,0.935,0.973,0.986,0.967
MAG-GUT86091,0.361,0.950,0.982,0.987,0.984
MAG-GUT86112,0.384,0.925,0.973,0.978,0.984
MAG-GUT8612,0.080,0.291,0.386,0.406,0.186
MAG-GUT86199,0.375,0.820,0.872,0.897,0.901
MAG-GUT86276,0.702,0.963,0.979,0.983,0.966
MAG-GUT86281,0.371,0.812,0.868,0.889,0.909
MAG-GUT86329,0.567,0.946,0.979,0.982,0.959
MAG-GUT86338,0.343,0.813,0.871,0.877,0.890
MAG-GUT8633,0.343,0.796,0.877,0.892,0.902
MAG-GUT86341,0.601,0.943,0.978,0.982,0.966
MAG-GUT86352,0.696,0.981,0.994,0.996,0.991
MAG-GUT86360,0.369,0.816,0.880,0.894,0.909
MAG-GUT86368,0.319,0.659,0.717,0.730,0.692
MAG-GUT86370,0.425,0.955,0.964,0.963,0.942
MAG-GUT86385,0.376,0.827,0.875,0.891,0.909
MAG-GUT86388,0.347,0.813,0.861,0.887,0.905
MAG-GUT8640,0.395,0.741,0.766,0.758,0.717
MAG-GUT86439,0.549,0.958,0.985,0.989,0.987
MAG-GUT86504,0.416,0.849,0.895,0.911,0.920
MAG-GUT86514,0.397,0.969,0.992,0.995,0.995
MAG-GUT86544,0.388,0.810,0.877,0.885,0.877
MAG-GUT86559,0.399,0.818,0.875,0.886,0.898
MAG-GUT86569,0.240,0.896,0.955,0.965,0.962
MAG-GUT86570,0.695,0.967,0.988,0.992,0.986
MAG-GUT86606,0.661,0.960,0.977,0.981,0.967
MAG-GUT86612,0.406,0.829,0.866,0.890,0.904
MAG-GUT86613,0.351,0.966,0.993,0.993,0.990
MAG-GUT86727,0.796,0.994,1.000,0.999,0.999
MAG-GUT86747,0.558,0.954,0.985,0.989,0.978
MAG-GUT86758,0.556,0.952,0.987,0.989,0.979
MAG-GUT86853,0.811,0.976,0.985,0.987,0.980
MAG-GUT86868,0.341,0.951,0.986,0.988,0.991
MAG-GUT86870,0.521,0.874,0.914,0.914,0.911
MAG-GUT8687,0.546,0.941,0.969,0.979,0.973
MAG-GUT86935,0.825,0.971,0.985,0.989,0.978
MAG-GUT87091,0.357,0.949,0.983,0.986,0.988
MAG-GUT87133,0.639,0.929,0.963,0.972,0.973
MAG-GUT87142,0.682,0.954,0.974,0.977,0.968
MAG-GUT87208,0.813,0.977,0.988,0.988,0.983
MAG-GUT87253,0.700,0.954,0.973,0.976,0.968
MAG-GUT87297,0.805,0.973,0.988,0.988,0.985
MAG-GUT87358,0.827,0.973,0.986,0.986,0.983
MAG-GUT87407,0.437,0.723,0.731,0.732,0.650
MAG-GUT87479,0.510,0.875,0.907,0.909,0.904
MAG-GUT87486,0.330,0.947,0.987,0.991,0.991
MAG-GUT87573,0.355,0.946,0.983,0.985,0.991
MAG-GUT87575,0.458,0.879,0.911,0.909,0.913
MAG-GUT87621,0.445,0.739,0.732,0.732,0.649
MAG-GUT87674,0.426,0.728,0.736,0.725,0.667
MAG-GUT8776,0.491,0.907,0.960,0.967,0.947
MAG-GUT87793,0.826,0.974,0.985,0.987,0.979
MAG-GUT87821,0.132,0.713,0.848,0.884,0.934
MAG-GUT87828,0.348,0.950,0.987,0.986,0.992
MAG-GUT87833,0.531,0.872,0.904,0.913,0.908
MAG-GUT87851,0.588,0.930,0.953,0.961,0.962
MAG-GUT87861,0.662,0.956,0.973,0.980,0.964
MAG-GUT87873,0.168,0.734,0.851,0.889,0.938
MAG-GUT87904,0.349,0.645,0.666,0.688,0.658
MAG-GUT8790,0.360,0.934,0.965,0.977,0.972
MAG-GUT87941,0.428,0.719,0.739,0.729,0.666
MAG-GUT87994,0.349,0.611,0.669,0.683,0.663
MAG-GUT88016,0.542,0.958,0.984,0.989,0.977
MAG-GUT88052,0.700,0.957,0.981,0.980,0.969
MAG-GUT88081,0.509,0.882,0.907,0.919,0.911
MAG-GUT88085,0.329,0.964,0.993,0.995,0.996
MAG-GUT88142,0.616,0.939,0.958,0.968,0.966
MAG-GUT88218,0.330,0.960,0.993,0.995,0.996
MAG-GUT88255,0.470,0.866,0.900,0.911,0.905
MAG-GUT88257,0.367,0.960,0.993,0.996,0.997
MAG-GUT88263,0.802,0.971,0.986,0.989,0.981
MAG-GUT88291,0.808,0.975,0.987,0.989,0.981
MAG-GUT88359,0.671,0.952,0.971,0.976,0.967
MAG-GUT8839,0.653,0.954,0.972,0.979,0.970
MAG-GUT88444,0.708,0.943,0.959,0.962,0.905
MAG-GUT88477,0.617,0.944,0.959,0.964,0.967
MAG-GUT88487,0.686,0.951,0.974,0.979,0.969
MAG-GUT8851,0.510,0.970,0.990,0.991,0.988
MAG-GUT88563,0.844,0.976,0.988,0.986,0.980
MAG-GUT88626,0.838,0.976,0.988,0.989,0.984
MAG-GUT88654,0.454,0.883,0.942,0.951,0.950
MAG-GUT88679,0.362,0.961,0.993,0.995,0.995
MAG-GUT88680,0.488,0.889,0.903,0.913,0.911
MAG-GUT88709,0.417,0.889,0.939,0.949,0.948
MAG-GUT88714,0.460,0.720,0.729,0.730,0.657
MAG-GUT88733,0.411,0.721,0.740,0.723,0.649
MAG-GUT88737,0.433,0.720,0.741,0.736,0.657
MAG-GUT88746,0.648,0.935,0.968,0.974,0.974
MAG-GUT88811,0.343,0.791,0.877,0.892,0.855
MAG-GUT88824,0.660,0.950,0.972,0.974,0.969
MAG-GUT88854,0.802,0.977,0.987,0.989,0.982
MAG-GUT88862,0.307,0.948,0.985,0.987,0.990
MAG-GUT88876,0.461,0.722,0.738,0.727,0.650
MAG-GUT88891,0.838,0.973,0.985,0.988,0.980
MAG-GUT88995,0.511,0.870,0.905,0.916,0.910
MAG-GUT89009,0.810,0.971,0.986,0.988,0.981
MAG-GUT89050,0.764,0.952,0.975,0.976,0.933
MAG-GUT89068,0.453,0.731,0.739,0.744,0.663
MAG-GUT89102,0.444,0.954,0.990,0.990,0.986
MAG-GUT89162,0.615,0.964,0.990,0.993,0.975
MAG-GUT89164,0.767,0.947,0.978,0.978,0.936
MAG-GUT89179,0.395,0.739,0.754,0.735,0.656
MAG-GUT89180,0.525,0.895,0.920,0.924,0.921
MAG-GUT89204,0.458,0.729,0.747,0.731,0.659
MAG-GUT89205,0.091,0.712,0.836,0.871,0.925
MAG-GUT89206,0.556,0.883,0.923,0.930,0.922
MAG-GUT89239,0.520,0.879,0.897,0.912,0.906
MAG-GUT89244,0.745,0.949,0.972,0.976,0.927
MAG-GUT89246,0.627,0.968,0.990,0.995,0.979
MAG-GUT89255,0.405,0.928,0.976,0.982,0.968
MAG-GUT89273,0.514,0.819,0.873,0.876,0.831
MAG-GUT89279,0.559,0.889,0.923,0.929,0.924
MAG-GUT89282,0.471,0.957,0.989,0.996,0.983
MAG-GUT8928,0.667,0.955,0.978,0.983,0.973
MAG-GUT89290,0.567,0.890,0.924,0.922,0.921
MAG-GUT89291,0.136,0.711,0.822,0.875,0.927
MAG-GUT89292,0.426,0.723,0.748,0.740,0.661
MAG-GUT89309,0.420,0.931,0.975,0.984,0.970
MAG-GUT89315,0.583,0.894,0.917,0.926,0.919
MAG-GUT89317,0.441,0.714,0.751,0.735,0.665
MAG-GUT89318,0.172,0.698,0.834,0.874,0.921
MAG-GUT89323,0.658,0.982,0.998,0.999,0.996
MAG-GUT89332,0.522,0.809,0.862,0.872,0.826
MAG-GUT89335,0.366,0.927,0.976,0.983,0.972
MAG-GUT89344,0.554,0.892,0.924,0.926,0.926
MAG-GUT89353,0.541,0.897,0.916,0.925,0.922
MAG-GUT89355,0.439,0.725,0.739,0.741,0.654
MAG-GUT89356,0.161,0.681,0.820,0.866,0.924
MAG-GUT89363,0.425,0.726,0.734,0.729,0.639
MAG-GUT89364,0.553,0.840,0.838,0.823,0.696
MAG-GUT8940,0.406,0.743,0.746,0.750,0.705
MAG-GUT89413,0.404,0.739,0.756,0.745,0.668
MAG-GUT89416,0.551,0.898,0.927,0.937,0.925
MAG-GUT89571,0.525,0.890,0.920,0.925,0.924
MAG-GUT89577,0.429,0.954,0.990,0.994,0.982
MAG-GUT8958,0.353,0.811,0.874,0.887,0.908
MAG-GUT89608,0.598,0.949,0.980,0.983,0.963
MAG-GUT89668,0.537,0.821,0.867,0.879,0.827
MAG-GUT89684,0.516,0.821,0.863,0.878,0.832
MAG-GUT89695,0.533,0.813,0.868,0.884,0.831
MAG-GUT89697,0.548,0.807,0.869,0.879,0.827
MAG-GUT89717,0.138,0.707,0.820,0.873,0.930
MAG-GUT89719,0.522,0.896,0.922,0.925,0.917
MAG-GUT89720,0.450,0.727,0.741,0.736,0.659
MAG-GUT89735,0.406,0.919,0.976,0.982,0.970
MAG-GUT89747,0.444,0.952,0.989,0.992,0.982
MAG-GUT89772,0.752,0.954,0.976,0.979,0.934
MAG-GUT89784,0.610,0.962,0.989,0.994,0.979
MAG-GUT89815,0.584,0.966,0.988,0.994,0.976
MAG-GUT89816,0.751,0.946,0.975,0.976,0.930
MAG-GUT89833,0.443,0.960,0.988,0.994,0.982
MAG-GUT89836,0.424,0.933,0.982,0.986,0.973
MAG-GUT89851,0.758,0.951,0.975,0.976,0.933
MAG-GUT89852,0.625,0.960,0.990,0.993,0.977
MAG-GUT89858,0.536,0.822,0.869,0.881,0.825
MAG-GUT89860,0.550,0.824,0.876,0.878,0.822
MAG-GUT89868,0.580,0.897,0.920,0.929,0.923
MAG-GUT89896,0.539,0.895,0.917,0.931,0.926
MAG-GUT8993,0.629,0.976,0.993,0.993,0.990
MAG-GUT89941,0.513,0.813,0.862,0.867,0.819
MAG-GUT89959,0.777,0.984,0.997,0.996,0.991
MAG-GUT89992,0.430,0.735,0.746,0.751,0.673
MAG-GUT90020,0.573,0.960,0.987,0.992,0.973
MAG-GUT90054,0.602,0.950,0.980,0.983,0.969
MAG-GUT9005,0.513,0.952,0.971,0.978,0.970
MAG-GUT90064,0.416,0.726,0.733,0.734,0.646
MAG-GUT90076,0.561,0.825,0.839,0.821,0.683
MAG-GUT90077,0.442,0.710,0.750,0.735,0.659
MAG-GUT90087,0.560,0.895,0.926,0.930,0.920
MAG-GUT90090,0.466,0.959,0.991,0.993,0.984
MAG-GUT90107,0.423,0.719,0.738,0.738,0.664
MAG-GUT90108,0.111,0.714,0.828,0.866,0.924
MAG-GUT90109,0.516,0.890,0.923,0.922,0.923
MAG-GUT90127,0.428,0.717,0.736,0.721,0.658
MAG-GUT90143,0.750,0.944,0.976,0.979,0.934
MAG-GUT90165,0.558,0.902,0.921,0.927,0.924
MAG-GUT90167,0.426,0.724,0.741,0.739,0.656
MAG-GUT90168,0.152,0.690,0.825,0.874,0.926
MAG-GUT9016,0.650,0.895,0.913,0.915,0.834
MAG-GUT90189,0.442,0.721,0.738,0.730,0.663
MAG-GUT90190,0.128,0.689,0.835,0.863,0.927
MAG-GUT90191,0.569,0.882,0.920,0.923,0.920
MAG-GUT90251,0.386,0.714,0.738,0.722,0.658
MAG-GUT90266,0.402,0.731,0.741,0.736,0.654
MAG-GUT90290,0.533,0.894,0.921,0.926,0.926
MAG-GUT90291,0.471,0.733,0.741,0.733,0.672
MAG-GUT90292,0.128,0.682,0.828,0.872,0.932
MAG-GUT90323,0.554,0.900,0.930,0.933,0.927
MAG-GUT90362,0.581,0.948,0.974,0.984,0.965
MAG-GUT90367,0.532,0.820,0.818,0.814,0.672
MAG-GUT90368,0.419,0.722,0.743,0.731,0.648
MAG-GUT90390,0.440,0.739,0.749,0.755,0.667
MAG-GUT90408,0.752,0.950,0.975,0.976,0.933
MAG-GUT90429,0.434,0.724,0.737,0.742,0.660
MAG-GUT90441,0.619,0.961,0.991,0.993,0.977
MAG-GUT90442,0.772,0.950,0.976,0.978,0.934
MAG-GUT90444,0.528,0.815,0.865,0.875,0.824
MAG-GUT90475,0.535,0.818,0.866,0.878,0.820
MAG-GUT90479,0.562,0.897,0.919,0.933,0.928
MAG-GUT90502,0.584,0.888,0.920,0.933,0.919
MAG-GUT90505,0.435,0.725,0.737,0.740,0.660
MAG-GUT90506,0.555,0.894,0.913,0.927,0.915
MAG-GUT90508,0.507,0.811,0.869,0.874,0.827
MAG-GUT90581,0.531,0.815,0.866,0.884,0.826
MAG-GUT90583,0.797,0.984,0.993,0.993,0.987
MAG-GUT90598,0.423,0.712,0.741,0.725,0.648
MAG-GUT90600,0.578,0.843,0.834,0.822,0.692
MAG-GUT90614,0.604,0.960,0.990,0.995,0.976
MAG-GUT90615,0.759,0.950,0.974,0.976,0.935
MAG-GUT90630,0.395,0.729,0.745,0.734,0.658
MAG-GUT90634,0.608,0.829,0.837,0.819,0.697
MAG-GUT90636,0.408,0.728,0.736,0.738,0.660
MAG-GUT90671,0.573,0.961,0.990,0.992,0.976
MAG-GUT90675,0.571,0.948,0.980,0.983,0.967
MAG-GUT90682,0.620,0.958,0.990,0.993,0.979
MAG-GUT90683,0.744,0.951,0.975,0.977,0.934
MAG-GUT90686,0.602,0.896,0.923,0.930,0.924
MAG-GUT90694,0.416,0.949,0.989,0.989,0.986
MAG-GUT90699,0.552,0.895,0.925,0.933,0.921
MAG-GUT9069,0.330,0.830,0.880,0.891,0.907
MAG-GUT90730,0.597,0.962,0.989,0.993,0.978
MAG-GUT90775,0.590,0.960,0.992,0.994,0.975
MAG-GUT90777,0.457,0.712,0.732,0.738,0.650
MAG-GUT9085,0.478,0.935,0.972,0.980,0.980
MAG-GUT90901,0.451,0.734,0.733,0.736,0.663
MAG-GUT9090,0.465,0.959,0.989,0.990,0.983
MAG-GUT90913,0.529,0.825,0.873,0.875,0.823
MAG-GUT90941,0.617,0.965,0.992,0.992,0.974
MAG-GUT90946,0.440,0.736,0.753,0.735,0.666
MAG-GUT90947,0.128,0.717,0.828,0.875,0.925
MAG-GUT90963,0.548,0.945,0.978,0.981,0.962
MAG-GUT90975,0.443,0.739,0.739,0.734,0.664
MAG-GUT90976,0.533,0.885,0.926,0.926,0.921
MAG-GUT90977,0.168,0.700,0.832,0.862,0.928
MAG-GUT90995,0.616,0.963,0.990,0.995,0.976
MAG-GUT90996,0.751,0.948,0.977,0.978,0.936
MAG-GUT90,0.357,0.797,0.850,0.882,0.898
MAG-GUT91012,0.750,0.946,0.975,0.978,0.934
MAG-GUT91014,0.601,0.966,0.990,0.994,0.979
MAG-GUT91032,0.391,0.729,0.731,0.735,0.664
MAG-GUT91033,0.555,0.838,0.843,0.831,0.699
MAG-GUT91042,0.567,0.895,0.923,0.929,0.920
MAG-GUT91072,0.428,0.731,0.752,0.744,0.669
MAG-GUT91110,0.413,0.957,0.990,0.993,0.984
MAG-GUT91117,0.163,0.695,0.836,0.861,0.929
MAG-GUT91118,0.559,0.893,0.919,0.922,0.920
MAG-GUT91119,0.411,0.741,0.735,0.733,0.655
MAG-GUT91131,0.377,0.741,0.744,0.744,0.655
MAG-GUT91135,0.421,0.740,0.742,0.739,0.658
MAG-GUT91136,0.162,0.690,0.821,0.873,0.928
MAG-GUT91137,0.557,0.893,0.918,0.926,0.919
MAG-GUT9113,0.210,0.740,0.860,0.887,0.896
MAG-GUT91144,0.529,0.816,0.857,0.879,0.820
MAG-GUT91192,0.433,0.962,0.993,0.996,0.990
MAG-GUT91196,0.438,0.969,0.994,0.998,0.993
MAG-GUT91199,0.390,0.956,0.990,0.994,0.990
MAG-GUT91251,0.422,0.963,0.990,0.995,0.990
MAG-GUT91256,0.764,0.952,0.970,0.971,0.939
MAG-GUT91259,0.458,0.908,0.961,0.971,0.930
MAG-GUT91262,0.445,0.963,0.992,0.995,0.989
MAG-GUT91264,0.407,0.963,0.993,0.995,0.989
MAG-GUT91265,0.387,0.953,0.989,0.992,0.988
MAG-GUT91267,0.417,0.957,0.992,0.995,0.986
MAG-GUT91272,0.444,0.957,0.992,0.993,0.988
MAG-GUT91276,0.121,0.686,0.823,0.877,0.924
MAG-GUT91278,0.558,0.839,0.843,0.836,0.703
MAG-GUT91291,0.785,0.964,0.990,0.993,0.973
MAG-GUT91297,0.450,0.953,0.990,0.994,0.988
MAG-GUT91303,0.393,0.969,0.994,0.997,0.990
MAG-GUT91320,0.426,0.942,0.987,0.995,0.983
MAG-GUT91328,0.558,0.922,0.943,0.941,0.930
MAG-GUT91330,0.415,0.949,0.989,0.994,0.982
MAG-GUT91345,0.135,0.689,0.822,0.870,0.928
MAG-GUT91355,0.577,0.966,0.990,0.992,0.981
MAG-GUT91359,0.417,0.960,0.992,0.995,0.993
MAG-GUT91364,0.549,0.835,0.843,0.826,0.697
MAG-GUT91370,0.405,0.957,0.991,0.995,0.992
MAG-GUT91379,0.212,0.859,0.965,0.986,0.971
MAG-GUT91383,0.549,0.820,0.838,0.830,0.696
MAG-GUT91385,0.452,0.963,0.993,0.998,0.990
MAG-GUT91407,0.638,0.970,0.978,0.977,0.974
MAG-GUT91430,0.332,0.946,0.989,0.994,0.989
MAG-GUT91432,0.345,0.953,0.987,0.994,0.989
MAG-GUT91468,0.427,0.967,0.995,0.997,0.992
MAG-GUT91470,0.460,0.967,0.994,0.997,0.991
MAG-GUT91475,0.160,0.734,0.849,0.891,0.936
MAG-GUT91486,0.491,0.963,0.995,0.998,0.992
MAG-GUT91490,0.400,0.956,0.990,0.994,0.990
MAG-GUT91491,0.441,0.957,0.992,0.996,0.989
MAG-GUT91492,0.421,0.966,0.995,0.997,0.992
MAG-GUT91493,0.422,0.966,0.994,0.996,0.994
MAG-GUT91496,0.450,0.964,0.994,0.997,0.991
MAG-GUT91520,0.452,0.963,0.996,0.998,0.992
MAG-GUT91528,0.455,0.903,0.948,0.962,0.930
MAG-GUT91536,0.457,0.948,0.985,0.991,0.984
MAG-GUT91537,0.251,0.857,0.965,0.980,0.963
MAG-GUT91546,0.425,0.952,0.986,0.991,0.986
MAG-GUT91549,0.439,0.891,0.951,0.964,0.921
MAG-GUT91566,0.368,0.942,0.983,0.988,0.941
MAG-GUT91568,0.424,0.952,0.992,0.994,0.987
MAG-GUT91584,0.429,0.969,0.995,0.996,0.994
MAG-GUT9158,0.504,0.927,0.968,0.974,0.959
MAG-GUT915,0.514,0.817,0.860,0.877,0.831
MAG-GUT91600,0.150,0.708,0.833,0.873,0.935
MAG-GUT91603,0.127,0.677,0.811,0.863,0.928
MAG-GUT91622,0.403,0.951,0.989,0.995,0.991
MAG-GUT91631,0.594,0.872,0.913,0.905,0.799
MAG-GUT91633,0.763,0.983,0.996,0.997,0.996
MAG-GUT91672,0.677,0.951,0.966,0.967,0.955
MAG-GUT91675,0.729,0.959,0.976,0.974,0.968
MAG-GUT91702,0.330,0.930,0.974,0.978,0.932
MAG-GUT91705,0.341,0.956,0.991,0.995,0.988
MAG-GUT91712,0.440,0.966,0.995,0.996,0.991
MAG-GUT91717,0.478,0.961,0.994,0.997,0.992
MAG-GUT91733,0.391,0.858,0.920,0.935,0.918
MAG-GUT91735,0.402,0.864,0.926,0.941,0.923
MAG-GUT91736,0.420,0.962,0.993,0.994,0.989
MAG-GUT91762,0.468,0.961,0.994,0.996,0.988
MAG-GUT9176,0.644,0.953,0.970,0.978,0.966
MAG-GUT91779,0.446,0.963,0.992,0.995,0.987
MAG-GUT91793,0.754,0.943,0.969,0.967,0.938
MAG-GUT91815,0.443,0.957,0.989,0.993,0.982
MAG-GUT91816,0.234,0.883,0.962,0.980,0.963
MAG-GUT91818,0.411,0.956,0.990,0.992,0.983
MAG-GUT91821,0.414,0.959,0.986,0.990,0.982
MAG-GUT91823,0.414,0.952,0.990,0.990,0.985
MAG-GUT91830,0.408,0.959,0.991,0.995,0.992
MAG-GUT91833,0.428,0.960,0.986,0.992,0.982
MAG-GUT91835,0.569,0.951,0.986,0.988,0.972
MAG-GUT91860,0.443,0.964,0.993,0.995,0.990
MAG-GUT91865,0.478,0.925,0.967,0.974,0.940
MAG-GUT91866,0.598,0.829,0.831,0.819,0.699
MAG-GUT91873,0.576,0.818,0.842,0.824,0.712
MAG-GUT91882,0.415,0.954,0.992,0.993,0.988
MAG-GUT91886,0.445,0.965,0.989,0.995,0.987
MAG-GUT91887,0.420,0.965,0.992,0.994,0.989
MAG-GUT91898,0.371,0.935,0.977,0.982,0.937
MAG-GUT91911,0.402,0.954,0.989,0.991,0.982
MAG-GUT91912,0.478,0.956,0.986,0.991,0.981
MAG-GUT91923,0.404,0.960,0.987,0.989,0.984
MAG-GUT91926,0.428,0.959,0.992,0.994,0.987
MAG-GUT91932,0.487,0.968,0.995,0.998,0.989
MAG-GUT91938,0.136,0.680,0.815,0.856,0.926
MAG-GUT91939,0.222,0.870,0.966,0.984,0.967
MAG-GUT91941,0.460,0.972,0.995,0.997,0.990
MAG-GUT91943,0.434,0.964,0.995,0.997,0.990
MAG-GUT91947,0.361,0.839,0.911,0.924,0.895
MAG-GUT91954,0.391,0.963,0.993,0.995,0.989
MAG-GUT91958,0.466,0.967,0.995,0.995,0.992
MAG-GUT91960,0.437,0.955,0.990,0.994,0.986
MAG-GUT91964,0.089,0.674,0.821,0.877,0.932
MAG-GUT91967,0.396,0.952,0.991,0.993,0.988
MAG-GUT91970,0.140,0.704,0.829,0.873,0.926
MAG-GUT91971,0.157,0.673,0.800,0.847,0.909
MAG-GUT91990,0.135,0.653,0.800,0.843,0.915
MAG-GUT91993,0.131,0.678,0.816,0.851,0.919
MAG-GUT92001,0.137,0.676,0.793,0.838,0.906
