"Supplementary Table S1. Metadata of the 2,505 genomes used as reference to train the species classification model",,,,,,,,,,,,,
Genome,Source,Species label,Assignment level1,Phylum,Class,Order,Family,Genus,Species2, Genome size (bp) ,# Contigs, N50 (bp) ,GC (%)
UMGS1729,UMGS,1317,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,628,596 ",296," 6,206 ",60.16
UMGS172,UMGS,1318,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,049,947 ",64," 40,164 ",48.13
UMGS1730,UMGS,1319,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,131,833 ",366," 7,181 ",53.45
UMGS1731,UMGS,1320,Genus,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,-," 1,360,520 ",261," 6,214 ",56.33
UMGS1732,UMGS,1321,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,956,399 ",239," 10,812 ",60.51
UMGS1733,UMGS,1322,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,260,748 ",87," 37,930 ",52.25
UMGS1734,UMGS,1323,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,348,365 ",53," 47,029 ",27.72
UMGS1735,UMGS,1324,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,099,209 ",269," 10,108 ",53.43
UMGS1737,UMGS,1325,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 1,081,288 ",224," 5,743 ",37.35
UMGS1738,UMGS,1326,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,-," 1,868,435 ",443," 4,640 ",58.71
UMGS1739,UMGS,1327,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,388,843 ",106," 18,670 ",26.76
UMGS173,UMGS,1328,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 2,657,918 ",32," 145,800 ",36.39
UMGS1740,UMGS,1329,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,141,794 ",61," 28,907 ",29.64
UMGS1741,UMGS,1330,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,370,635 ",48," 70,575 ",48.98
UMGS1742,UMGS,1331,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,578,137 ",286," 6,440 ",60.66
UMGS1743,UMGS,1332,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,288,484 ",41," 52,339 ",60.38
UMGS1744,UMGS,1333,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,030,451 ",192," 13,467 ",59.13
UMGS1745,UMGS,1334,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Cryptobacterium,-," 1,704,170 ",179," 12,175 ",45.69
UMGS1746,UMGS,1335,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,193,311 ",220," 6,636 ",52.27
UMGS1747,UMGS,1336,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,118,229 ",28," 55,000 ",60.36
UMGS1748,UMGS,1337,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 1,984,865 ",300," 7,696 ",54.14
UMGS1749,UMGS,1338,Genus,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,-," 1,153,139 ",232," 5,647 ",47.61
UMGS174,UMGS,1339,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,241,694 ",37," 112,515 ",44.62
UMGS1750,UMGS,1340,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 864,877 ",127," 8,977 ",38.20
UMGS1751,UMGS,1341,None,NA,NA,NA,NA,NA,-," 1,426,860 ",322," 4,934 ",38.70
UMGS1752,UMGS,1342,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 1,542,433 ",440," 3,585 ",34.35
UMGS1753,UMGS,1343,Genus,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,-," 1,301,509 ",201," 7,702 ",44.62
UMGS1754,UMGS,1344,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,442,341 ",52," 50,200 ",27.09
UMGS1755,UMGS,1345,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,948,654 ",277," 8,992 ",60.21
UMGS1756,UMGS,1346,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,-," 2,004,445 ",226," 12,516 ",59.54
UMGS1757,UMGS,1347,None,NA,NA,NA,NA,NA,-," 3,002,695 ",494," 8,812 ",34.94
UMGS1758,UMGS,1348,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,729,450 ",144," 21,826 ",59.77
UMGS1759,UMGS,1349,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,-," 2,342,513 ",253," 13,568 ",43.61
UMGS175,UMGS,1350,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,-," 1,844,871 ",41," 79,406 ",44.04
UMGS1760,UMGS,1351,None,NA,NA,NA,NA,NA,-," 1,556,545 ",353," 5,019 ",34.60
UMGS1761,UMGS,1352,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,164,030 ",190," 7,396 ",27.69
UMGS1762,UMGS,1353,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 4,107,376 ",398," 16,323 ",42.77
UMGS1763,UMGS,1354,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,532,405 ",290," 6,604 ",60.05
UMGS1764,UMGS,1355,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megamonas,-," 2,368,186 ",255," 12,607 ",39.62
UMGS1765,UMGS,1356,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 824,182 ",31," 36,506 ",29.65
UMGS1766,UMGS,1357,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,722,658 ",335," 5,948 ",59.17
UMGS1767,UMGS,1358,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,395,423 ",309," 4,933 ",59.59
UMGS1768,UMGS,1359,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,537,090 ",381," 8,179 ",49.50
UMGS1769,UMGS,1360,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,-," 1,313,475 ",183," 8,953 ",48.01
UMGS176,UMGS,1361,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,989,530 ",45," 66,136 ",37.16
UMGS1771,UMGS,1362,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,547,637 ",333," 5,234 ",39.98
UMGS1772,UMGS,1363,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,187,686 ",352," 7,773 ",52.73
UMGS1773,UMGS,1364,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 1,872,414 ",346," 6,290 ",61.87
UMGS1774,UMGS,1365,Class,Firmicutes,Clostridia,NA,NA,NA,-," 932,090 ",145," 8,741 ",33.67
UMGS1775,UMGS,1366,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,209,559 ",17," 96,345 ",36.21
UMGS1776,UMGS,1367,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 4,673,304 ",480," 15,100 ",37.42
UMGS1777,UMGS,1368,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 2,430,574 ",240," 13,532 ",42.81
UMGS1778,UMGS,1369,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,642,540 ",317," 6,161 ",45.60
UMGS1779,UMGS,1370,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,433,754 ",280," 5,555 ",60.81
UMGS177,UMGS,1371,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,-," 1,758,863 ",13," 227,115 ",41.53
UMGS1780,UMGS,1372,Family,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,NA,-," 2,012,864 ",375," 6,049 ",61.23
UMGS1781,UMGS,1373,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,118,857 ",54," 33,557 ",28.74
UMGS1782,UMGS,1374,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,908,014 ",160," 21,182 ",30.48
UMGS1783,UMGS,1375,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,616,812 ",298," 6,199 ",57.11
UMGS1784,UMGS,1376,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 4,720,348 ",197," 34,352 ",57.65
UMGS1785,UMGS,1377,Class,Spirochaetes,Spirochaetia,NA,NA,NA,-," 1,027,062 ",246," 4,376 ",53.35
UMGS1786,UMGS,1378,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,-," 2,112,367 ",391," 6,718 ",37.06
UMGS1787,UMGS,1379,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 3,004,760 ",155," 32,413 ",46.69
UMGS1788,UMGS,1380,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,241,818 ",127," 14,532 ",27.46
UMGS1789,UMGS,1381,None,NA,NA,NA,NA,NA,-," 1,516,197 ",316," 5,423 ",32.28
UMGS178,UMGS,1382,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 2,449,685 ",78," 43,598 ",54.45
UMGS1790,UMGS,1383,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,362,182 ",303," 4,955 ",60.09
UMGS1791,UMGS,1384,None,NA,NA,NA,NA,NA,-," 2,047,203 ",171," 18,092 ",33.28
UMGS1793,UMGS,1385,Family,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,NA,-," 1,506,156 ",84," 29,994 ",48.79
UMGS1794,UMGS,1386,Genus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,-," 1,567,446 ",296," 5,890 ",42.22
UMGS1795,UMGS,1387,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,491,736 ",280," 6,407 ",46.44
UMGS1796,UMGS,1388,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,355,914 ",210," 8,202 ",27.60
UMGS1797,UMGS,1389,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,135,591 ",332," 8,506 ",57.53
UMGS1798,UMGS,1390,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,544,482 ",339," 4,875 ",60.20
UMGS1799,UMGS,1391,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 3,267,915 ",447," 9,065 ",51.08
UMGS179,UMGS,1392,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,504,606 ",163," 21,956 ",56.14
UMGS17,UMGS,1393,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,425,940 ",31," 127,656 ",42.05
UMGS1800,UMGS,1394,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,786,667 ",323," 6,422 ",59.92
UMGS1801,UMGS,1395,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 1,919,277 ",53," 51,260 ",50.57
UMGS1802,UMGS,1396,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,362,782 ",357," 4,019 ",61.47
UMGS1805,UMGS,1397,Phylum,Saccharibacteria,NA,NA,NA,NA,-," 674,133 ",5," 201,739 ",43.16
UMGS1806,UMGS,1398,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,-," 3,159,708 ",758," 4,482 ",41.50
UMGS1807,UMGS,1399,Genus,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,-," 2,147,710 ",452," 5,226 ",41.37
UMGS1808,UMGS,1400,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,518,779 ",604," 4,509 ",35.59
UMGS1809,UMGS,1401,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 1,514,512 ",367," 4,333 ",32.03
UMGS1810,UMGS,1402,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,864,024 ",251," 9,307 ",38.42
UMGS1811,UMGS,1403,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus,-," 1,820,998 ",384," 5,419 ",49.08
UMGS1812,UMGS,1404,Phylum,Firmicutes,NA,NA,NA,NA,-," 778,564 ",149," 6,655 ",34.62
UMGS1813,UMGS,1405,None,NA,NA,NA,NA,NA,-," 2,129,471 ",328," 8,170 ",31.89
UMGS1815,UMGS,1406,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,721,463 ",303," 6,660 ",52.80
UMGS1816,UMGS,1407,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,799,935 ",325," 6,669 ",60.18
UMGS1817,UMGS,1408,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Atopobium,-," 1,185,697 ",112," 13,989 ",47.50
UMGS1818,UMGS,1409,Genus,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,-," 3,148,284 ",613," 5,688 ",62.96
UMGS1819,UMGS,1410,Family,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,-," 1,233,090 ",36," 53,091 ",42.98
UMGS181,UMGS,1411,Genus,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Akkermansia,-," 3,014,646 ",33," 125,353 ",56.83
UMGS1820,UMGS,1412,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,147,033 ",227," 5,625 ",44.68
UMGS1821,UMGS,1413,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,-," 1,688,246 ",383," 4,832 ",64.25
UMGS1822,UMGS,1414,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,337,165 ",278," 5,251 ",48.54
UMGS1823,UMGS,1415,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,941,664 ",440," 4,977 ",46.75
UMGS1824,UMGS,1416,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 883,980 ",25," 60,845 ",28.56
UMGS1825,UMGS,1417,Genus,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Butyricicoccus,-," 1,879,723 ",392," 5,436 ",60.42
UMGS1826,UMGS,1418,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,123,644 ",198," 15,562 ",55.86
UMGS1828,UMGS,1419,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,136,343 ",60," 23,445 ",63.13
UMGS1829,UMGS,1420,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 4,736,700 ",841," 6,839 ",37.68
UMGS182,UMGS,1421,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 3,692,935 ",44," 140,747 ",44.12
UMGS1831,UMGS,1422,Phylum,Saccharibacteria,NA,NA,NA,NA,-," 624,962 ",60," 13,630 ",43.43
UMGS1832,UMGS,1423,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Slackia,-," 1,560,077 ",256," 7,571 ",61.77
UMGS1833,UMGS,1424,Genus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,-," 4,940,098 ",59," 140,680 ",42.12
UMGS1834,UMGS,1425,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,803,518 ",334," 6,523 ",60.04
UMGS1835,UMGS,1426,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 802,447 ",14," 92,587 ",60.86
UMGS1836,UMGS,1427,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,428,133 ",71," 29,636 ",60.09
UMGS1837,UMGS,1428,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,-," 1,568,223 ",369," 4,806 ",54.08
UMGS1838,UMGS,1429,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,034,039 ",265," 4,114 ",42.69
UMGS1839,UMGS,1430,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,643,165 ",361," 5,052 ",54.08
UMGS183,UMGS,1431,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,-," 2,417,777 ",52," 63,247 ",59.29
UMGS1840,UMGS,1432,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,905,805 ",390," 5,613 ",40.30
UMGS1841,UMGS,1433,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,873,237 ",266," 10,040 ",60.22
UMGS1842,UMGS,1434,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,121,247 ",228," 5,378 ",65.43
UMGS1843,UMGS,1435,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,189,982 ",267," 11,628 ",47.95
UMGS1844,UMGS,1436,Genus,Tenericutes,Mollicutes,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,-," 3,450,549 ",360," 17,297 ",33.46
UMGS1845,UMGS,1437,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 5,942,988 ",189," 60,990 ",41.44
UMGS1846,UMGS,1438,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,402,119 ",325," 4,635 ",41.64
UMGS1847,UMGS,1439,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,-," 1,951,912 ",218," 11,140 ",48.25
UMGS1848,UMGS,1440,Phylum,Saccharibacteria,NA,NA,NA,NA,-," 664,737 ",40," 19,853 ",43.49
UMGS184,UMGS,1441,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,-," 2,401,470 ",40," 107,371 ",57.45
UMGS1850,UMGS,1442,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,720,775 ",128," 19,644 ",59.90
UMGS1851,UMGS,1443,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 2,432,879 ",429," 6,562 ",48.26
UMGS1852,UMGS,1444,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,599,026 ",70," 35,187 ",27.90
UMGS1853,UMGS,1445,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,507,790 ",303," 5,458 ",60.44
UMGS1855,UMGS,1446,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 2,657,597 ",76," 51,298 ",52.38
UMGS1857,UMGS,1447,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Garciella,-," 1,864,214 ",164," 16,404 ",34.52
UMGS1858,UMGS,1448,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,773,026 ",334," 6,233 ",58.37
UMGS1859,UMGS,1449,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 2,116,977 ",238," 11,950 ",59.27
UMGS185,UMGS,1450,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,201,228 ",14," 237,111 ",51.18
UMGS1860,UMGS,1451,Genus,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,-," 1,569,012 ",391," 4,303 ",38.17
UMGS1861,UMGS,1452,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,-," 1,210,144 ",210," 6,673 ",56.55
UMGS1862,UMGS,1453,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,412,052 ",280," 5,658 ",60.50
UMGS1863,UMGS,1454,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,107,310 ",65," 28,036 ",26.85
UMGS1864,UMGS,1455,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,501,660 ",55," 49,749 ",29.13
UMGS1865,UMGS,1456,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,673,059 ",249," 8,412 ",57.01
UMGS1867,UMGS,1457,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 1,591,906 ",323," 5,710 ",49.02
UMGS1868,UMGS,1458,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,718,359 ",137," 17,067 ",61.04
UMGS1869,UMGS,1459,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,-," 8,495,837 ",436," 45,307 ",42.60
UMGS186,UMGS,1460,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,229,262 ",20," 327,121 ",51.49
UMGS1870,UMGS,1461,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,270,591 ",292," 4,781 ",48.49
UMGS1871,UMGS,1462,Genus,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,-," 1,228,653 ",50," 33,140 ",29.29
UMGS1872,UMGS,1463,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,796,845 ",371," 5,515 ",61.11
UMGS1873,UMGS,1464,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,434,744 ",310," 5,131 ",60.32
UMGS1874,UMGS,1465,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 980,109 ",18," 111,257 ",59.81
UMGS1875,UMGS,1466,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 4,682,631 ",746," 7,240 ",58.03
UMGS1877,UMGS,1467,Phylum,Saccharibacteria,NA,NA,NA,NA,-," 559,257 ",73," 9,718 ",43.91
UMGS1878,UMGS,1468,None,NA,NA,NA,NA,NA,-," 651,430 ",30," 34,208 ",35.40
UMGS1879,UMGS,1469,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Collinsella,-," 1,452,139 ",297," 5,318 ",59.57
UMGS187,UMGS,1470,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 2,162,791 ",70," 45,417 ",52.51
UMGS1880,UMGS,1471,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,325,935 ",218," 8,006 ",54.20
UMGS1881,UMGS,1472,Family,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,-," 1,933,519 ",386," 5,821 ",53.54
UMGS1882,UMGS,1473,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,175,741 ",572," 4,168 ",37.31
UMGS1883,UMGS,1474,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,506,221 ",330," 5,064 ",47.62
UMGS1884,UMGS,1475,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,632,410 ",98," 22,916 ",48.31
UMGS1886,UMGS,1476,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,841,653 ",456," 4,404 ",47.08
UMGS1887,UMGS,1477,Genus,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Olsenella,-," 1,738,383 ",76," 36,896 ",64.64
UMGS1889,UMGS,1478,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 2,206,036 ",327," 9,310 ",46.69
UMGS188,UMGS,1479,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 3,970,979 ",333," 17,805 ",28.39
UMGS1890,UMGS,1480,Genus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,-," 1,506,092 ",319," 5,272 ",59.28
UMGS1891,UMGS,1481,Family,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,-," 3,803,778 ",246," 20,648 ",60.89
UMGS1892,UMGS,1482,Phylum,Tenericutes,NA,NA,NA,NA,-," 1,474,511 ",68," 34,663 ",25.67
UMGS1893,UMGS,1483,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,404,125 ",297," 5,241 ",63.23
UMGS1894,UMGS,1484,Genus,Firmicutes,Bacilli,Bacillales,Gemella,Gemella,-," 1,248,288 ",49," 49,787 ",28.83
UMGS1895,UMGS,1485,Genus,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,-," 2,466,950 ",591," 4,495 ",55.21
UMGS1896,UMGS,1486,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Butyricimonas,-," 3,772,319 ",679," 6,436 ",44.50
UMGS1897,UMGS,1487,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,522,827 ",57," 56,028 ",26.65
UMGS1898,UMGS,1488,Family,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,-," 2,144,315 ",536," 4,160 ",37.62
UMGS1899,UMGS,1489,None,NA,NA,NA,NA,NA,-," 1,403,048 ",372," 3,882 ",35.69
UMGS18,UMGS,1490,Genus,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,-," 2,012,007 ",60," 54,724 ",52.58
UMGS1900,UMGS,1491,Order,Firmicutes,Clostridia,Clostridiales,NA,NA,-," 1,868,773 ",461," 4,249 ",66.37
UMGS1901,UMGS,1492,Genus,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,-," 1,335,073 ",49," 43,998 ",29.30
UMGS1902,UMGS,1493,Order,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,-," 1,654,164 ",298," 6,433 ",47.74
UMGS1903,UMGS,1494,Genus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,-," 1,364,649 ",339," 4,309 ",44.88
