"Supplementary Table S2. Metadata of the 3,269 high quality MAGs used to benchmark the read-level specificity and sensitivity of different species classification models ",,,,,,,,,,,,,,,,,,,
MAG_ID_ENA,Completeness (%),Closest reference,Species label, Reference genome size (bp) ,Reference genome covered (%),CheckM lineage (reference),Phylum (reference),Class (reference),Order (reference),Family (reference),Genus (reference), MAG genome size (bp) ,MAG aligned to reference (%),ANI between MAG and reference (%),Mash distance between MAG and reference,Most similar reference covered (%),Reference aligned to most similar reference (%),ANI between reference and most similar reference (%),Mash distance between reference and most similar reference
MAG-GUT47843,93.40,GCF_000154325,236," 2,697,034 ",87.48,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 2,633,353 ",88.53,98.26,0.02,72.18,67.58,93.06,0.05
MAG-GUT47875,92.22,GCF_000411395,422," 2,287,856 ",82.52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Acidaminococcus," 1,979,268 ",95.33,99.71,0.01,89.41,82.22,92.68,0.06
MAG-GUT47922,99.40,GCF_000163735,310," 2,174,425 ",86.04,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,037,453 ",91.85,96.57,0.03,72.47,53.88,88.75,0.10
MAG-GUT47959,95.93,UMGS185,1450," 2,201,228 ",88.13,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,051,038 ",94.66,97.66,0.02,77.63,78.57,88.77,0.09
MAG-GUT47995,97.27,UMGS185,1450," 2,201,228 ",85.83,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,109,764 ",89.22,96.35,0.03,77.63,78.57,88.77,0.09
MAG-GUT48077,99.62,21673_4_5,211," 3,315,322 ",89.62,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,261,317 ",90.86,98.49,0.02,2.95,3.53,96.98,0.17
MAG-GUT48190,100.00,GCF_000163735,310," 2,174,425 ",86.92,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,042,424 ",92.45,96.56,0.03,72.47,53.88,88.75,0.10
MAG-GUT48218,97.09,UMGS198,1583," 1,967,456 ",92.02,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unassigned," 1,953,821 ",93.07,98.67,0.01,1.58,1.94,85.56,0.24
MAG-GUT48247,98.73,GCF_000163735,310," 2,174,425 ",86.82,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,119,686 ",89.68,96.52,0.03,72.47,53.88,88.75,0.10
MAG-GUT48276,99.22,21673_4_5,211," 3,315,322 ",82.92,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae_2;g__Barnesiella,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Barnesiella," 3,000,281 ",91.45,98.39,0.02,2.95,3.53,96.98,0.17
MAG-GUT48302,94.62,UMGS65,2140," 1,783,290 ",89.49,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum," 1,749,005 ",91.57,97.37,0.02,4.24,4.01,82.96,0.26
MAG-GUT48321,92.65,GCF_000209405,341," 3,118,216 ",67.08,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus," 2,148,608 ",96.79,99.70,0.01,7.87,11.05,98.46,0.12
MAG-GUT4832,90.27,UMGS84,2341," 2,060,446 ",81.18,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,Firmicutes,Clostridia,Clostridiales,Unassigned,Unassigned," 1,790,204 ",93.21,97.54,0.02,70.23,65.52,90.24,0.08
MAG-GUT48445,94.38,UMGS154,1125," 1,631,381 ",94.26,k__Bacteria;p__Tenericutes;c__Mollicutes,Tenericutes,Mollicutes,Unassigned,Unassigned,Unassigned," 1,625,488 ",94.57,99.53,0.01,46.00,40.54,99.54,0.04
MAG-GUT48460,97.26,21673_4_22,201," 2,827,949 ",79.21,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus," 2,492,288 ",88.95,97.83,0.02,81.78,64.89,89.46,0.09
MAG-GUT48488,94.66,20298_3_11,158," 2,754,334 ",86.20,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,588,693 ",91.47,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT48498,99.63,20298_3_11,158," 2,754,334 ",92.46,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,884,772 ",88.11,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT48566,97.75,20298_3_11,158," 2,754,334 ",90.98,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,773,284 ",90.02,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT48571,96.34,20298_3_3,178," 2,560,878 ",83.84,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,342,709 ",91.21,99.51,0.01,5.92,6.80,83.75,0.23
MAG-GUT48579,100.00,GCF_001025175,476," 2,269,415 ",89.73,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_breve,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium," 2,269,483 ",89.69,98.90,0.01,42.94,52.81,90.19,0.11
MAG-GUT48585,99.53,20298_3_11,158," 2,754,334 ",92.51,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,678,972 ",94.56,99.20,0.01,2.77,2.91,85.76,0.23
MAG-GUT48612,98.50,20298_3_11,158," 2,754,334 ",90.66,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,775,639 ",89.38,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT48628,94.44,GCF_000163735,310," 2,174,425 ",76.76,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,809,726 ",92.22,96.70,0.03,72.47,53.88,88.75,0.10
MAG-GUT48629,98.68,20298_2_33,149," 2,847,512 ",82.21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,541,341 ",90.51,99.50,0.01,77.86,77.88,94.64,0.05
MAG-GUT48630,98.80,GCF_000163735,310," 2,174,425 ",84.41,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,978,477 ",92.53,96.40,0.03,72.47,53.88,88.75,0.10
MAG-GUT48634,99.40,GCF_000163735,310," 2,174,425 ",85.76,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,013,271 ",92.33,96.35,0.03,72.47,53.88,88.75,0.10
MAG-GUT48635,98.80,GCF_000163735,310," 2,174,425 ",83.85,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,960,578 ",92.88,96.35,0.03,72.47,53.88,88.75,0.10
MAG-GUT48651,99.40,GCF_000163735,310," 2,174,425 ",82.21,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,912,170 ",93.28,96.38,0.03,72.47,53.88,88.75,0.10
MAG-GUT48654,99.40,GCF_000163735,310," 2,174,425 ",82.38,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,900,120 ",94.06,96.75,0.03,72.47,53.88,88.75,0.10
MAG-GUT48673,99.63,20298_3_11,158," 2,754,334 ",90.49,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,906,759 ",85.41,98.94,0.01,2.77,2.91,85.76,0.23
MAG-GUT48681,100.00,GCF_000413335,428," 2,741,290 ",84.98,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_avidum,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,572,230 ",89.92,97.16,0.02,43.40,39.43,84.88,0.18
MAG-GUT48682,99.25,20298_2_33,149," 2,847,512 ",81.22,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,467,032 ",92.07,99.51,0.01,77.86,77.88,94.64,0.05
MAG-GUT48684,97.19,GCF_000163735,310," 2,174,425 ",79.36,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,821,377 ",94.54,96.50,0.03,72.47,53.88,88.75,0.10
MAG-GUT48686,99.63,20298_3_11,158," 2,754,334 ",90.47,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,707,775 ",91.62,99.09,0.01,2.77,2.91,85.76,0.23
MAG-GUT48694,96.71,GCF_000163735,310," 2,174,425 ",77.75,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,761,918 ",95.76,96.37,0.03,72.47,53.88,88.75,0.10
MAG-GUT48704,99.16,20298_3_11,158," 2,754,334 ",93.27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,727,964 ",93.73,99.20,0.01,2.77,2.91,85.76,0.23
MAG-GUT48721,99.34,GCF_000413335,428," 2,741,290 ",82.80,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_avidum,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,481,655 ",91.30,96.91,0.03,43.40,39.43,84.88,0.18
MAG-GUT48723,97.14,20298_3_11,158," 2,754,334 ",88.23,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,680,763 ",90.26,99.10,0.01,2.77,2.91,85.76,0.23
MAG-GUT48733,99.25,GCF_000163735,310," 2,174,425 ",86.59,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,037,116 ",92.02,96.29,0.03,72.47,53.88,88.75,0.10
MAG-GUT48735,94.76,GCF_000161955,302," 2,231,411 ",80.62,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus," 1,954,919 ",91.70,95.43,0.04,13.90,10.48,87.80,0.16
MAG-GUT48749,99.63,20298_3_11,158," 2,754,334 ",92.70,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,708,586 ",93.80,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT48754,99.25,20298_3_11,158," 2,754,334 ",90.53,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,747,064 ",90.55,99.17,0.01,2.77,2.91,85.76,0.23
MAG-GUT48761,99.25,20298_3_11,158," 2,754,334 ",91.06,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,699,195 ",92.60,99.24,0.01,2.77,2.91,85.76,0.23
MAG-GUT48763,99.34,GCF_000413335,428," 2,741,290 ",93.83,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,670,826 ",96.14,99.41,0.01,43.40,39.43,84.88,0.18
MAG-GUT48773,95.68,GCF_000297815,390," 4,101,891 ",66.71,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Proteus;s__Proteus_mirabilis,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus," 2,925,939 ",93.25,99.38,0.02,3.97,3.93,84.18,0.24
MAG-GUT48779,96.17,GCF_000411535,426," 2,071,607 ",79.51,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,818,892 ",89.82,96.71,0.03,76.81,73.16,89.52,0.08
MAG-GUT48798,99.63,20298_3_11,158," 2,754,334 ",92.28,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,870,784 ",88.38,99.23,0.01,2.77,2.91,85.76,0.23
MAG-GUT48801,100.00,GCF_000413335,428," 2,741,290 ",82.75,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_avidum,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,483,002 ",91.33,96.76,0.03,43.40,39.43,84.88,0.18
MAG-GUT48804,99.63,20298_3_11,158," 2,754,334 ",92.13,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,713,230 ",93.32,99.22,0.01,2.77,2.91,85.76,0.23
MAG-GUT48805,98.66,UMGS56,2047," 2,275,999 ",94.77,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium," 2,294,940 ",94.01,97.48,0.02,91.54,90.60,94.39,0.05
MAG-GUT48825,98.80,GCF_000411535,426," 2,071,607 ",83.92,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,970,930 ",87.49,96.71,0.03,76.81,73.16,89.52,0.08
MAG-GUT48829,99.63,20298_3_11,158," 2,754,334 ",90.39,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,757,762 ",89.80,99.19,0.01,2.77,2.91,85.76,0.23
MAG-GUT48834,99.63,20298_3_11,158," 2,754,334 ",92.18,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,800,479 ",90.43,99.24,0.01,2.77,2.91,85.76,0.23
MAG-GUT48852,100.00,GCF_000413335,428," 2,741,290 ",81.88,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_avidum,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,461,194 ",91.25,96.74,0.03,43.40,39.43,84.88,0.18
MAG-GUT48863,98.50,GCF_000163735,310," 2,174,425 ",83.52,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,929,633 ",93.95,96.42,0.03,72.47,53.88,88.75,0.10
MAG-GUT48887,94.79,20298_2_33,149," 2,847,512 ",72.33,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,255,885 ",90.44,99.35,0.01,77.86,77.88,94.64,0.05
MAG-GUT48894,98.13,20298_3_11,158," 2,754,334 ",89.66,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,582,974 ",95.11,99.21,0.01,2.77,2.91,85.76,0.23
MAG-GUT48902,91.98,GCF_000411535,426," 2,071,607 ",70.89,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,615,213 ",90.23,96.72,0.03,76.81,73.16,89.52,0.08
MAG-GUT48923,91.02,GCF_000163735,310," 2,174,425 ",78.53,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,807,857 ",94.37,96.61,0.03,72.47,53.88,88.75,0.10
MAG-GUT48926,99.46,GCF_000026505,228," 3,010,111 ",85.61,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus," 2,847,907 ",90.11,97.55,0.02,0.82,1.10,91.46,0.23
MAG-GUT48940,99.25,20298_3_3,178," 2,560,878 ",89.19,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,406,334 ",94.16,99.44,0.01,5.92,6.80,83.75,0.23
MAG-GUT48943,98.80,GCF_000163735,310," 2,174,425 ",83.05,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,932,882 ",93.23,96.59,0.03,72.47,53.88,88.75,0.10
MAG-GUT48949,98.20,GCF_000163735,310," 2,174,425 ",82.98,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,041,992 ",87.93,96.48,0.03,72.47,53.88,88.75,0.10
MAG-GUT48957,100.00,GCF_000163735,310," 2,174,425 ",86.32,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 2,055,581 ",91.20,96.51,0.03,72.47,53.88,88.75,0.10
MAG-GUT48959,100.00,GCF_000163735,310," 2,174,425 ",84.45,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,937,075 ",94.74,96.38,0.03,72.47,53.88,88.75,0.10
MAG-GUT48964,97.01,GCF_000163735,310," 2,174,425 ",79.39,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,828,223 ",94.29,96.40,0.03,72.47,53.88,88.75,0.10
MAG-GUT48968,99.63,20298_3_11,158," 2,754,334 ",90.69,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,745,989 ",90.71,99.04,0.01,2.77,2.91,85.76,0.23
MAG-GUT48971,99.63,20298_3_11,158," 2,754,334 ",92.69,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,687,990 ",94.81,99.19,0.01,2.77,2.91,85.76,0.23
MAG-GUT48976,99.63,20298_3_11,158," 2,754,334 ",90.52,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,762,817 ",90.03,99.04,0.01,2.77,2.91,85.76,0.23
MAG-GUT48986,98.80,GCF_000163735,310," 2,174,425 ",79.88,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,840,874 ",94.09,96.48,0.03,72.47,53.88,88.75,0.10
MAG-GUT48995,100.00,20298_3_1,165," 2,484,103 ",95.41,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_acnes,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,528,703 ",93.73,97.28,0.02,39.42,43.38,84.88,0.18
MAG-GUT49002,99.63,20298_2_33,149," 2,847,512 ",83.07,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,591,569 ",89.87,99.51,0.01,77.86,77.88,94.64,0.05
MAG-GUT49003,100.00,GCF_000163735,310," 2,174,425 ",84.31,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella," 1,939,736 ",94.32,96.44,0.03,72.47,53.88,88.75,0.10
MAG-GUT49004,99.63,20298_3_11,158," 2,754,334 ",91.91,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,860,197 ",88.27,99.21,0.01,2.77,2.91,85.76,0.23
MAG-GUT49005,98.63,20298_3_3,178," 2,560,878 ",85.41,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_epidermidis,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus," 2,322,605 ",93.46,99.53,0.01,5.92,6.80,83.75,0.23
MAG-GUT49009,97.70,GCF_000413335,428," 2,741,290 ",83.64,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_avidum,Actinobacteria,Actinobacteria,Actinomycetales,Propionibacteriaceae,Propionibacterium," 2,522,918 ",90.29,97.15,0.02,43.40,39.43,84.88,0.18
MAG-GUT49010,97.75,20298_3_11,158," 2,754,334 ",86.93,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus," 2,518,107 ",94.62,99.26,0.01,2.77,2.91,85.76,0.23
